order_id,tanggal_order,marketplace,produk_id,produk_nama,kategori,qty,harga_satuan,total_order,diskon,ongkir,status,refund_status,refund_amount
ORD0498790190249813,2025-03-02,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1198344,77656,14663,Dikirim,Tidak Ada,0
ORD9804976436068005,2025-03-02,Shopee,P006,Maru Sneakers Hike,Outdoor,2,359000,634222,83778,24405,Dikirim,Tidak Ada,0
ORD0451089247681827,2025-03-02,Shopee,P007,Maru Sandal Malam,Formal,3,319000,912757,44243,18581,Dikirim,Tersedia,22755
TOP710957313632,2025-03-02,Tokopedia,P006,Maru Sneakers Hike,Outdoor,3,359000,1052656,24344,21232,Dikirim,Tidak Ada,0
TOP754947438113,2025-03-02,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,1,399000,361429,37571,13875,Dikirim,Tersedia,24371
TOP004022312210,2025-03-02,Tokopedia,P008,Maru Glam Heels,Formal,5,479000,2384824,10176,16188,Dikirim,Tersedia,367
BLI4669690248,2025-03-02,Blibli,P001,Maru Slip-On Kasual,Kasual,5,249000,1194991,50009,21051,Dikirim,Tersedia,41002
ORD1182393866390853,2025-03-02,Shopee,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1180969,16031,11651,Dikirim,Tersedia,9551
LAZ3848522373,2025-03-02,Lazada,P008,Maru Glam Heels,Formal,4,479000,1883595,32405,26785,Dikirim,Tersedia,16771
ORD9833736927102841,2025-03-02,Shopee,P001,Maru Slip-On Kasual,Kasual,4,249000,944902,51098,11936,Dikirim,Tidak Ada,0
ORD4682293341852480,2025-03-02,Shopee,P004,Maru Flat Formal,Formal,4,199000,786403,9597,12555,Dikirim,Tersedia,7486
ORD2678270254904528,2025-03-02,Shopee,P008,Maru Glam Heels,Formal,5,479000,2345227,49773,23233,Dikirim,Tidak Ada,0
ORD1663837372194278,2025-03-02,Shopee,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1137153,59847,23794,Dikirim,Tidak Ada,0
TOP868827049420,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,450084,48916,26794,Dikirim,Tidak Ada,0
ORD3468872581511846,2025-03-03,Shopee,P006,Maru Sneakers Hike,Outdoor,3,359000,1001011,75989,21397,Dikirim,Tersedia,21044
TOP371029266925,2025-03-03,Tokopedia,P003,Maru Heels Profesional,Formal,3,389000,1125880,41120,28868,Dikirim,Tidak Ada,0
ORD9264646188472316,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,2,479000,915632,42368,23027,Dikirim,Tidak Ada,0
BLI5151444544,2025-03-03,Blibli,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1174736,22264,26506,Dikirim,Tersedia,11114
ORD2957726210833127,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,3,479000,1363199,73801,29671,Dikirim,Tersedia,11825
ORD4734766039553914,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,2,319000,541167,96833,24590,Dikirim,Tersedia,61799
BLI4257227779,2025-03-03,Blibli,P002,Maru Loafer Elegan,Formal,2,279000,551123,6877,13845,Dikirim,Tersedia,4861
TOP944660902415,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,2,499000,979300,18700,22412,Dikirim,Tersedia,1732
ORD2042091098152411,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,1,319000,294154,24846,19335,Dikirim,Tidak Ada,0
TOP692341609103,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,3,499000,1479572,17428,18861,Dikirim,Tidak Ada,0
ORD7170135883308071,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,2,499000,946332,51668,29917,Dikirim,Tidak Ada,0
BLI9756521097,2025-03-03,Blibli,P006,Maru Sneakers Hike,Outdoor,2,359000,710912,7088,16930,Dikirim,Tidak Ada,0
BLI0971345686,2025-03-03,Blibli,P002,Maru Loafer Elegan,Formal,4,279000,1024716,91284,27894,Dikirim,Tidak Ada,0
LAZ9394475061,2025-03-03,Lazada,P003,Maru Heels Profesional,Formal,2,389000,765946,12054,21421,Dikirim,Tersedia,7652
TOP825530015191,2025-03-03,Tokopedia,P008,Maru Glam Heels,Formal,1,479000,473079,5921,10569,Dikirim,Tersedia,1870
TOP595613986174,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,1,199000,132704,66296,24542,Dikirim,Tersedia,7294
LAZ1595834339,2025-03-03,Lazada,P002,Maru Loafer Elegan,Formal,2,279000,522544,35456,11367,Dikirim,Tidak Ada,0
ORD9872184415496058,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,5,249000,1165291,79709,22431,Dikirim,Tidak Ada,0
LAZ0042647323,2025-03-03,Lazada,P003,Maru Heels Profesional,Formal,4,389000,1470816,85184,24868,Dikirim,Tidak Ada,0
ORD7452082725999252,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,4,269000,976043,99957,12570,Dikirim,Tidak Ada,0
ORD8906892480240245,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,1,399000,382433,16567,11116,Dikirim,Tersedia,784
TOP799538293191,2025-03-03,Tokopedia,P001,Maru Slip-On Kasual,Kasual,3,249000,702872,44128,13283,Dikirim,Tidak Ada,0
TOP256154898312,2025-03-03,Tokopedia,P001,Maru Slip-On Kasual,Kasual,2,249000,398292,99708,24317,Dikirim,Tersedia,97893
TOP539849465092,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,444694,54306,14252,Dikirim,Tersedia,17501
ORD2689893672132322,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1061596,54404,27587,Dikirim,Tersedia,8808
LAZ9328035337,2025-03-03,Lazada,P001,Maru Slip-On Kasual,Kasual,3,249000,730197,16803,20580,Dikirim,Tersedia,3158
ORD7595873908226148,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,2,319000,635385,2615,29207,Dikirim,Tersedia,1806
ORD1720375768002923,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,551447,6553,12602,Dikirim,Tersedia,2624
LAZ3356174628,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,1,199000,157915,41085,26743,Dikirim,Tidak Ada,0
ORD9595644963540828,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,5,269000,1280583,64417,10234,Dikirim,Tersedia,45994
TOP684336106681,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,3,499000,1469953,27047,26370,Dikirim,Tersedia,23591
ORD2346848462826285,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,2,249000,496120,1880,13689,Dikirim,Tidak Ada,0
LAZ0977851336,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,4,199000,733252,62748,17016,Dikirim,Tidak Ada,0
LAZ6619119773,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,5,199000,901608,93392,12524,Dikirim,Tidak Ada,0
LAZ7247688979,2025-03-03,Lazada,P010,Maru Sport Flats,Olahraga,3,269000,765995,41005,22420,Dikirim,Tidak Ada,0
LAZ8253378135,2025-03-03,Lazada,P007,Maru Sandal Malam,Formal,2,319000,567317,70683,16119,Dikirim,Tidak Ada,0
ORD4612090173177234,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,1,249000,180609,68391,16687,Dikirim,Tersedia,23874
ORD7110592650141971,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,2,269000,521422,16578,19220,Dikirim,Tidak Ada,0
ORD6758680722461964,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,3,199000,502735,94265,27869,Dikirim,Tidak Ada,0
ORD4243892110073440,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,3,269000,756391,50609,12072,Dikirim,Tersedia,47873
ORD7772483936230777,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,3,479000,1414653,22347,15243,Dikirim,Tersedia,18587
TOP559379643854,2025-03-03,Tokopedia,P001,Maru Slip-On Kasual,Kasual,2,249000,489581,8419,12742,Dikirim,Tidak Ada,0
TOP060267580153,2025-03-03,Tokopedia,P001,Maru Slip-On Kasual,Kasual,3,249000,676924,70076,18279,Dikirim,Tersedia,68168
ORD3210384069412957,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,1,199000,155762,43238,25809,Dikirim,Tersedia,35445
TOP643570661842,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,3,269000,709547,97453,13472,Dikirim,Tersedia,54525
ORD4551978102531846,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,4,249000,947194,48806,14026,Dikirim,Tidak Ada,0
ORD3906276535759401,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,2,269000,462314,75686,10555,Dikirim,Tidak Ada,0
TOP910676266664,2025-03-03,Tokopedia,P007,Maru Sandal Malam,Formal,3,319000,933789,23211,27079,Dikirim,Tidak Ada,0
ORD7886867121916086,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,4,199000,740990,55010,16833,Dikirim,Tersedia,8802
LAZ2482876918,2025-03-03,Lazada,P002,Maru Loafer Elegan,Formal,5,279000,1354425,40575,13237,Dikirim,Tidak Ada,0
LAZ9374840375,2025-03-03,Lazada,P008,Maru Glam Heels,Formal,2,479000,908740,49260,10740,Dikirim,Tidak Ada,0
ORD4663323968808466,2025-03-03,Shopee,P006,Maru Sneakers Hike,Outdoor,2,359000,717741,259,11997,Dikirim,Tidak Ada,0
ORD5011737325957095,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1109296,87704,19606,Dikirim,Tidak Ada,0
ORD4856033899179986,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,5,499000,2410955,84045,17532,Dikirim,Tersedia,8021
TOP655915107927,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,2,269000,462279,75721,23700,Dikirim,Tidak Ada,0
ORD7188047880945462,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1177428,98572,11036,Dikirim,Tersedia,90773
ORD2788558517622892,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1944850,50150,22899,Dikirim,Tidak Ada,0
TOP541599132715,2025-03-03,Tokopedia,P008,Maru Glam Heels,Formal,4,479000,1880265,35735,21906,Dikirim,Tersedia,19416
LAZ7561004625,2025-03-03,Lazada,P001,Maru Slip-On Kasual,Kasual,3,249000,704916,42084,12755,Dikirim,Tersedia,17611
ORD6983782056364699,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,3,479000,1367193,69807,24312,Dikirim,Tersedia,47523
ORD8566210584213149,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,1,319000,232056,86944,11403,Dikirim,Tidak Ada,0
TOP331653085559,2025-03-03,Tokopedia,P003,Maru Heels Profesional,Formal,1,389000,294705,94295,20513,Dikirim,Tidak Ada,0
ORD6790526492533005,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,1,269000,219691,49309,21952,Dikirim,Tersedia,22928
ORD9783892719163580,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1099582,16418,27392,Dikirim,Tidak Ada,0
ORD1821922031458313,2025-03-03,Shopee,P006,Maru Sneakers Hike,Outdoor,4,359000,1416039,19961,24215,Dikirim,Tersedia,19767
ORD7805260699093722,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1072991,43009,11468,Dikirim,Tersedia,30009
TOP547884033105,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,436084,62916,23803,Dikirim,Tersedia,23245
TOP148903105563,2025-03-03,Tokopedia,P008,Maru Glam Heels,Formal,2,479000,938894,19106,10999,Dikirim,Tidak Ada,0
LAZ4685034733,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,3,359000,1032689,44311,18313,Dikirim,Tersedia,37611
ORD4297864682818873,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,2,319000,566972,71028,28242,Dikirim,Tidak Ada,0
TOP601534236541,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,5,499000,2440113,54887,11656,Dikirim,Tidak Ada,0
LAZ9986192581,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,5,359000,1704048,90952,17288,Dikirim,Tersedia,59857
ORD8147054297355171,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,2,479000,955585,2415,16555,Dikirim,Tidak Ada,0
TOP285223737367,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,2,199000,357387,40613,22370,Dikirim,Tidak Ada,0
LAZ2516488334,2025-03-03,Lazada,P007,Maru Sandal Malam,Formal,2,319000,618016,19984,24998,Dikirim,Tersedia,15479
ORD0024335634461413,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,2,399000,756132,41868,25155,Dikirim,Tidak Ada,0
LAZ3665990949,2025-03-03,Lazada,P009,Maru Sneakers Olahraga,Olahraga,2,399000,772226,25774,17145,Dikirim,Tidak Ada,0
ORD8841617286468838,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,506684,51316,24943,Dikirim,Tidak Ada,0
ORD0308103305220374,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,4,479000,1844244,71756,27574,Dikirim,Tersedia,1847
ORD5503194976243228,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,1,399000,372507,26493,17023,Dikirim,Tersedia,22672
TOP501093982833,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,1,269000,181090,87910,17109,Dikirim,Tidak Ada,0
TOP785776018226,2025-03-03,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1192313,4687,20520,Dikirim,Tidak Ada,0
TOP575077677790,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,1,199000,196943,2057,14799,Dikirim,Tersedia,835
TOP223666170684,2025-03-03,Tokopedia,P007,Maru Sandal Malam,Formal,5,319000,1535773,59227,12080,Dikirim,Tidak Ada,0
TOP834810009992,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,483959,15041,23994,Dikirim,Tidak Ada,0
ORD1492596400492383,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1068688,47312,26925,Dikirim,Tidak Ada,0
LAZ9766510113,2025-03-03,Lazada,P007,Maru Sandal Malam,Formal,3,319000,937484,19516,23534,Dikirim,Tersedia,9005
TOP926750007965,2025-03-03,Tokopedia,P007,Maru Sandal Malam,Formal,1,319000,300130,18870,24899,Dikirim,Tersedia,3694
ORD5794452169757904,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,1,479000,418390,60610,10351,Dikirim,Tersedia,28890
TOP889119643140,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,5,199000,966591,28409,11297,Dikirim,Tersedia,21017
LAZ7563678450,2025-03-03,Lazada,P001,Maru Slip-On Kasual,Kasual,4,249000,901003,94997,25811,Dikirim,Tidak Ada,0
LAZ9602893019,2025-03-03,Lazada,P002,Maru Loafer Elegan,Formal,4,279000,1017870,98130,29431,Dikirim,Tersedia,34136
TOP926724177949,2025-03-03,Tokopedia,P008,Maru Glam Heels,Formal,4,479000,1867364,48636,12082,Dikirim,Tidak Ada,0
ORD1009338979961013,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,3,479000,1399609,37391,18961,Dikirim,Tersedia,17337
ORD1733360470201703,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,5,249000,1218667,26333,22746,Dikirim,Tersedia,2237
ORD1768610255631159,2025-03-03,Shopee,P010,Maru Sport Flats,Olahraga,1,269000,242500,26500,18803,Dikirim,Tidak Ada,0
BLI0621681186,2025-03-03,Blibli,P006,Maru Sneakers Hike,Outdoor,3,359000,1052279,24721,14308,Dikirim,Tersedia,4201
LAZ6500203317,2025-03-03,Lazada,P007,Maru Sandal Malam,Formal,4,319000,1232654,43346,19295,Dikirim,Tersedia,24227
ORD2979074752258290,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,2,319000,588586,49414,22462,Dikirim,Tidak Ada,0
TOP804820183461,2025-03-03,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1114805,82195,28608,Dikirim,Tidak Ada,0
TOP945771907605,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,2,269000,536574,1426,21829,Dikirim,Tidak Ada,0
ORD6033704545062810,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,3,279000,774791,62209,12544,Dikirim,Tidak Ada,0
TOP642100613807,2025-03-03,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,2,399000,750715,47285,26450,Dikirim,Tersedia,11445
ORD3566768297788279,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,4,499000,1900332,95668,29356,Dikirim,Tersedia,4989
TOP772891696006,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,5,199000,924184,70816,11582,Dikirim,Tidak Ada,0
TOP498084009200,2025-03-03,Tokopedia,P002,Maru Loafer Elegan,Formal,4,279000,1052362,63638,23539,Dikirim,Tersedia,61573
ORD8440245899627303,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,1,319000,264788,54212,13202,Dikirim,Tidak Ada,0
ORD4836027934556958,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,2,319000,612750,25250,10395,Dikirim,Tersedia,6178
TOP318554836085,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,2,269000,505638,32362,28278,Dikirim,Tersedia,22261
TOP525531368810,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,5,269000,1316444,28556,27490,Dikirim,Tersedia,9396
TOP296575859660,2025-03-03,Tokopedia,P006,Maru Sneakers Hike,Outdoor,1,359000,313642,45358,10997,Dikirim,Tersedia,28424
TOP398426280100,2025-03-03,Tokopedia,P008,Maru Glam Heels,Formal,3,479000,1400545,36455,29623,Dikirim,Tersedia,26532
ORD3508851560605164,2025-03-03,Shopee,P006,Maru Sneakers Hike,Outdoor,4,359000,1427524,8476,17784,Dikirim,Tersedia,483
TOP654377547602,2025-03-03,Tokopedia,P005,Maru Boots Petualangan,Outdoor,3,499000,1403625,93375,10824,Dikirim,Tersedia,4368
LAZ3943145221,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,3,199000,501650,95350,28107,Dikirim,Tersedia,50534
BLI1748527016,2025-03-03,Blibli,P010,Maru Sport Flats,Olahraga,3,269000,755315,51685,22879,Dikirim,Tersedia,39599
LAZ0336071667,2025-03-03,Lazada,P007,Maru Sandal Malam,Formal,1,319000,275139,43861,21814,Dikirim,Tersedia,33870
ORD7768318324758649,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,4,499000,1905064,90936,14062,Dikirim,Tidak Ada,0
BLI4447057500,2025-03-03,Blibli,P004,Maru Flat Formal,Formal,4,199000,717767,78233,10485,Dikirim,Tersedia,31893
ORD2216944172603592,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,5,199000,945104,49896,21719,Dikirim,Tersedia,17008
LAZ5909440443,2025-03-03,Lazada,P010,Maru Sport Flats,Olahraga,3,269000,715863,91137,20512,Dikirim,Tidak Ada,0
ORD3018588166427967,2025-03-03,Shopee,P007,Maru Sandal Malam,Formal,3,319000,905055,51945,23926,Dikirim,Tidak Ada,0
ORD8950258156473109,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,4,479000,1828696,87304,25641,Dikirim,Tersedia,33376
LAZ7242422255,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,3,359000,1049603,27397,12067,Dikirim,Tidak Ada,0
BLI3219273521,2025-03-03,Blibli,P002,Maru Loafer Elegan,Formal,1,279000,187983,91017,11517,Dikirim,Tidak Ada,0
ORD1587464095005595,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,3,479000,1435236,1764,21843,Dikirim,Tidak Ada,0
TOP405881877882,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,4,269000,1046081,29919,17859,Dikirim,Tidak Ada,0
LAZ2170817758,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,2,199000,376059,21941,18666,Dikirim,Tidak Ada,0
BLI1976735484,2025-03-03,Blibli,P002,Maru Loafer Elegan,Formal,1,279000,258010,20990,18782,Dikirim,Tidak Ada,0
ORD8567169685357419,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,2,499000,901927,96073,21265,Dikirim,Tersedia,15865
ORD7579132976924231,2025-03-03,Shopee,P003,Maru Heels Profesional,Formal,3,389000,1099934,67066,23576,Dikirim,Tidak Ada,0
BLI4066678034,2025-03-03,Blibli,P003,Maru Heels Profesional,Formal,4,389000,1539202,16798,19337,Dikirim,Tersedia,10078
LAZ5031055601,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,2,359000,649401,68599,19301,Dikirim,Tidak Ada,0
TOP643353020324,2025-03-03,Tokopedia,P006,Maru Sneakers Hike,Outdoor,3,359000,1070212,6788,21330,Dikirim,Tersedia,6298
ORD8862153377316911,2025-03-03,Shopee,P005,Maru Boots Petualangan,Outdoor,2,499000,952136,45864,29886,Dikirim,Tersedia,28031
ORD5434879650252072,2025-03-03,Shopee,P009,Maru Sneakers Olahraga,Olahraga,1,399000,299820,99180,27624,Dikirim,Tidak Ada,0
LAZ3571912318,2025-03-03,Lazada,P005,Maru Boots Petualangan,Outdoor,3,499000,1420074,76926,18436,Dikirim,Tidak Ada,0
TOP743061798124,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,3,269000,727773,79227,16733,Dikirim,Tersedia,62909
ORD4451596476663053,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,2,199000,305928,92072,11826,Dikirim,Tidak Ada,0
TOP203101136420,2025-03-03,Tokopedia,P010,Maru Sport Flats,Olahraga,4,269000,1024741,51259,25840,Dikirim,Tidak Ada,0
ORD8270958494615106,2025-03-03,Shopee,P003,Maru Heels Profesional,Formal,1,389000,351891,37109,21290,Dikirim,Tidak Ada,0
ORD8845860762722791,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,1,479000,448258,30742,27286,Dikirim,Tersedia,6471
ORD8556991307351909,2025-03-03,Shopee,P001,Maru Slip-On Kasual,Kasual,2,249000,399497,98503,12704,Dikirim,Tidak Ada,0
TOP830787170752,2025-03-03,Tokopedia,P003,Maru Heels Profesional,Formal,2,389000,761195,16805,28077,Dikirim,Tersedia,4638
ORD9977240289917256,2025-03-03,Shopee,P004,Maru Flat Formal,Formal,5,199000,906148,88852,10910,Dikirim,Tersedia,44016
TOP050254681433,2025-03-03,Tokopedia,P006,Maru Sneakers Hike,Outdoor,4,359000,1424645,11355,26054,Dikirim,Tersedia,6133
LAZ8582931549,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,2,359000,695942,22058,25530,Dikirim,Tidak Ada,0
ORD1642577901790683,2025-03-03,Shopee,P008,Maru Glam Heels,Formal,1,479000,424264,54736,29840,Dikirim,Tersedia,15685
LAZ5798067253,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,1,359000,275193,83807,15174,Dikirim,Tidak Ada,0
TOP972978794813,2025-03-03,Tokopedia,P007,Maru Sandal Malam,Formal,3,319000,882671,74329,26774,Dikirim,Tersedia,11144
LAZ7211933732,2025-03-03,Lazada,P004,Maru Flat Formal,Formal,2,199000,326083,71917,18851,Dikirim,Tersedia,11937
LAZ8894609242,2025-03-03,Lazada,P006,Maru Sneakers Hike,Outdoor,3,359000,1058434,18566,18252,Dikirim,Tidak Ada,0
ORD3881762574219277,2025-03-03,Shopee,P003,Maru Heels Profesional,Formal,2,389000,697927,80073,23911,Dikirim,Tersedia,26097
LAZ3936225406,2025-03-03,Lazada,P008,Maru Glam Heels,Formal,3,479000,1421127,15873,19617,Dikirim,Tersedia,13464
LAZ9686300065,2025-03-03,Lazada,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1928388,66612,26330,Dikirim,Tersedia,39919
LAZ4311201785,2025-03-03,Lazada,P005,Maru Boots Petualangan,Outdoor,4,499000,1989048,6952,18149,Dikirim,Tersedia,5647
ORD2285665444469047,2025-03-03,Shopee,P002,Maru Loafer Elegan,Formal,1,279000,223411,55589,20368,Dikirim,Tersedia,51043
TOP338854150952,2025-03-03,Tokopedia,P004,Maru Flat Formal,Formal,1,199000,129169,69831,12215,Dikirim,Tidak Ada,0
ORD3258919298685617,2025-03-04,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1019408,96592,23531,Dikirim,Tersedia,94029
ORD1632875447121605,2025-03-04,Shopee,P007,Maru Sandal Malam,Formal,3,319000,921215,35785,22529,Dikirim,Tidak Ada,0
TOP474661855258,2025-03-04,Tokopedia,P001,Maru Slip-On Kasual,Kasual,3,249000,720522,26478,14969,Dikirim,Tersedia,6697
BLI7012636725,2025-03-04,Blibli,P002,Maru Loafer Elegan,Formal,1,279000,231359,47641,19392,Dikirim,Tersedia,26806
LAZ4727556068,2025-03-04,Lazada,P005,Maru Boots Petualangan,Outdoor,2,499000,948811,49189,27615,Dikirim,Tidak Ada,0
ORD3943167685972370,2025-03-04,Shopee,P010,Maru Sport Flats,Olahraga,3,269000,732377,74623,10314,Dikirim,Tersedia,14617
ORD4694205125719313,2025-03-04,Shopee,P007,Maru Sandal Malam,Formal,2,319000,594925,43075,26622,Dikirim,Tersedia,33698
BLI7786339031,2025-03-04,Blibli,P006,Maru Sneakers Hike,Outdoor,3,359000,1001658,75342,20936,Dikirim,Tidak Ada,0
ORD3520535743760098,2025-03-04,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,481221,76779,26219,Dikirim,Tidak Ada,0
BLI0575903048,2025-03-04,Blibli,P004,Maru Flat Formal,Formal,2,199000,327849,70151,17155,Dikirim,Tersedia,12709
ORD1766186284285694,2025-03-04,Shopee,P003,Maru Heels Profesional,Formal,3,389000,1087000,80000,27386,Dikirim,Tidak Ada,0
BLI7989211848,2025-03-04,Blibli,P005,Maru Boots Petualangan,Outdoor,3,499000,1462047,34953,12729,Dikirim,Tersedia,5557
ORD9068653146305564,2025-03-04,Shopee,P006,Maru Sneakers Hike,Outdoor,4,359000,1364552,71448,12036,Dikirim,Tersedia,51903
ORD2835266753297393,2025-03-04,Shopee,P008,Maru Glam Heels,Formal,3,479000,1390929,46071,11017,Dikirim,Tersedia,45916
ORD2461601571188497,2025-03-04,Shopee,P001,Maru Slip-On Kasual,Kasual,1,249000,186758,62242,18262,Dikirim,Tidak Ada,0
ORD7843741772108920,2025-03-04,Shopee,P007,Maru Sandal Malam,Formal,5,319000,1580834,14166,25609,Dikirim,Tersedia,6338
BLI0011249199,2025-03-04,Blibli,P003,Maru Heels Profesional,Formal,2,389000,773227,4773,16779,Dikirim,Tidak Ada,0
TOP302467685398,2025-03-04,Tokopedia,P006,Maru Sneakers Hike,Outdoor,5,359000,1737600,57400,17663,Dikirim,Tersedia,56792
LAZ4960287295,2025-03-04,Lazada,P010,Maru Sport Flats,Olahraga,4,269000,1069447,6553,20711,Dikirim,Tersedia,2147
TOP421308810789,2025-03-04,Tokopedia,P007,Maru Sandal Malam,Formal,5,319000,1578243,16757,16418,Dikirim,Tidak Ada,0
ORD2813725984688512,2025-03-04,Shopee,P001,Maru Slip-On Kasual,Kasual,1,249000,190943,58057,16267,Dikirim,Tidak Ada,0
TOP766023734494,2025-03-04,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1512340,83660,27184,Dikirim,Tersedia,32053
LAZ9144750779,2025-03-04,Lazada,P002,Maru Loafer Elegan,Formal,5,279000,1320505,74495,13667,Dikirim,Tidak Ada,0
LAZ3445681719,2025-03-04,Lazada,P010,Maru Sport Flats,Olahraga,5,269000,1334543,10457,19014,Dikirim,Tersedia,9444
